Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,EBITDA,Total Debt,Free Cash Flow,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Dividends Per Share,Pietroski F-Score
CDNA,171003,USD,2021,Q1,2021-05-05,2021-05-05,-10298000.0,0.0,-42736000.0,0.67315,-0.07972,-0.06138,-0.028789999999999996,-0.02509,3.14744,9.59329,0.14776,0.0,-0.27955,-0.27955,4.55443,9.707289999999999,-0.8798600000000001,,5.0
CDNS,107614,USD,2021,Q1,2021-04-26,2021-04-26,868693000.0,346988000.0,741770000.0,0.88754,0.25711,0.23343000000000003,0.25716999999999995,0.1635,1.1345100000000001,1.70347,0.57289,0.08677,2.38741,2.33626,10.22756,9.28355,2.70853,,7.0
CE,109593,USD,2021,Q1,2021-04-23,2021-04-23,1170000000.0,3632000000.0,1106000000.0,0.23861,0.13499,0.34857,0.53468,0.19422,0.5294399999999999,1.9173099999999998,1.75301,0.33766999999999997,17.94945,17.85265,51.49406,30.43416,9.503160000000001,2.55193,6.0
CENT,239618,USD,2021,Q2,2021-05-06,2021-05-06,322269000.0,978978000.0,251822000.0,0.29503,0.08609,0.053,0.13857,0.05653,1.56454,2.62162,1.45106,0.34385,3.00038,2.93867,56.611419999999995,21.63409,4.69421,,7.0
CERN,259186,USD,2021,Q1,2021-05-05,2021-05-05,2182823000.0,1836102000.0,2296864000.0,0.8367899999999999,0.27048,0.14687999999999998,0.18671,0.10181,2.85261,2.0881,0.83386,0.23217,2.63616,2.6135099999999998,17.94745,14.118889999999999,7.51991,0.76248,7.0
CETX,178699,USD,2020,Q1,2020-02-19,2021-05-28,-3732867.0,15354700.0,-12532102.0,0.40689000000000003,-0.15863,-0.62139,-0.92286,-0.43626000000000004,0.5896899999999999,1.19125,1.11537,0.3152,-7.38055,-7.38055,11.87743,7.627389999999999,-4.35224,0.0,3.0
CF,119051,USD,2021,Q1,2021-05-06,2021-05-06,1589000000.0,3713000000.0,1490000000.0,0.2109,0.16758,0.09522,0.07055,0.0333,3.725,1.6711599999999998,1.11834,0.30913,1.86372,1.8600299999999999,19.57368,14.11299,6.94234,1.2021,6.0
CGRN,51961,USD,2020,Q4,2021-06-14,2021-06-14,-12501000.0,58203000.0,-9509000.0,0.10135,-0.2063,-0.27207,-1.3968399999999999,-0.17357,0.51674,2.5222900000000004,7.04782,0.54897,-1.6313799999999998,-1.6313799999999998,5.9961,1.16791,-0.843,,4.0
CHD,378113,USD,2021,Q1,2021-04-29,2021-04-29,1216100000.0,2095300000.0,1209300000.0,0.44936000000000004,0.20479,0.15631,0.2419,0.10524000000000001,1.55677,0.8724799999999999,1.29849,0.28388,3.14876,3.08376,20.1439,13.01662,4.90191,0.97365,5.0
CHE,115043,USD,2021,Q1,2021-04-30,2021-04-30,447701000.0,37897000.0,535655000.0,0.34633,0.18686,0.15732000000000002,0.35416,0.22560999999999998,1.62825,1.1955799999999999,0.56977,0.02599,20.61279,20.1251,131.02618,58.20166,33.562870000000004,1.34,8.0
CHEF,350160,USD,2021,Q1,2021-04-28,2021-04-28,-85370000.0,419430000.0,-59742000.0,0.21803000000000003,-0.10402,-0.08534,-0.26444,-0.09011,0.68876,3.07242,1.9345599999999998,0.43573,-2.44948,-2.44948,28.703229999999998,9.26305,-1.6870900000000002,0.0,3.0
CHK,378111,USD,2020,Q4,2021-03-01,2021-03-01,943000000.0,1929000000.0,1958000000.0,0.69213,-0.029560000000000003,-1.87255,1.8266200000000001,-1.48177,-0.2007,0.35811,-2.23273,0.29298,-998.26051,-998.26051,533.1014,-713.39404,200.3479,2.2511,4.0
CHKE,240259,USD,2020,Q3,2020-12-15,2020-12-15,6968000.0,61428000.0,-17647000.0,1.0,0.32726,-0.5735399999999999,3.1149400000000003,-0.13566,1.71363,0.23064,-23.96128,0.8092199999999999,-18.40348,-18.40348,32.08725,-5.90813,-31.53683,-0.0034799999999999996,3.0
CHRW,378101,USD,2021,Q1,2021-04-30,2021-04-30,887769000.0,1343517000.0,664153000.0,0.14801,0.04575,0.034960000000000005,0.32201,0.10749,1.10401,1.48207,1.99575,0.24006,4.44658,4.419580000000001,127.17793999999999,13.808710000000001,4.90909,1.5530700000000002,7.0
CHSP,115723,USD,2019,Q2,2019-08-01,2019-08-01,172378000.0,745547000.0,231181000.0,0.32223,0.16513,0.15737,0.09049,0.047810000000000005,2.48317,0.75347,0.8927799999999999,0.38287,1.5707200000000001,1.56304,9.9808,17.35729,3.90038,1.62859,7.0
CHTR,378110,USD,2021,Q1,2021-04-30,2021-04-30,18319000000.0,84887000000.0,11784000000.0,1.0,0.17739000000000002,0.07432000000000001,0.13366,0.025330000000000002,3.2436,0.3694,4.27718,0.5918,18.23706,17.50517,245.37448999999998,105.40145,59.15371999999999,,6.0
CIEN,49697,USD,2021,Q2,2021-06-09,2021-06-09,647353000.0,680285000.0,582237000.0,0.48268999999999995,0.15215,0.1077,0.13581,0.08336,1.5918,3.57038,0.62926,0.15503,2.36248,2.33681,21.93591,17.39542,3.76059,,7.0
CIK,113301,USD,2018,Q2,2018-08-02,2018-08-02,656913000.0,2759885000.0,345214000.0,0.28870999999999997,0.1746,0.19141,0.24827,0.09381,0.57184,1.5050700000000001,1.64655,0.42888000000000004,5.09335,5.04089,26.609890000000004,20.50625,2.91261,1.2782,6.0
CIK0001446,160863,USD,2017,Q4,2018-02-21,2018-02-21,6505623.0,0.0,,1.0,0.72811,0.57635,0.4377,0.4031,,12.64966,0.08584,0.0,0.50213,0.50213,0.8712200000000001,0.0,,,5.0
CK00007861,368990,USD,2017,Q2,2017-03-14,2017-03-14,69778000.0,979039000.0,-16781000.0,0.36209,0.02404,-0.2429,0.50794,-0.40955,0.054229999999999993,0.91579,-2.24025,1.29589,-11.100810000000001,-10.75882,45.70068,-21.85441,-0.60205,0.0,4.0
CK00015503,231124,USD,2018,Q1,2018-06-15,2018-06-15,66504000.0,634134000.0,3467000.0,0.40621,0.02425,0.01733,0.09011,0.006229999999999999,0.68667,2.06291,13.45302,0.7830600000000001,,,,,,,
CL,255327,USD,2021,Q1,2021-04-30,2021-04-30,4480000000.0,7833000000.0,4997000000.0,0.60946,0.23549,0.15917,4.01357,0.16841,1.8778700000000002,1.00529,22.83258,0.49573,3.11328,3.10303,19.55951,0.30653,5.8463199999999995,1.9386400000000001,8.0
CLC,57096,USD,2016,Q4,2017-01-27,2017-01-27,239490000.0,285453000.0,352482000.0,0.3324,0.13018,0.10022,0.122,0.08008,2.531,3.06828,0.5235,0.16414,2.86023,2.8387,28.538859999999996,23.43015,7.23923,0.9113700000000001,
CLNE,260313,USD,2021,Q1,2021-05-06,2021-05-06,28284000.0,125799000.0,46771000.0,0.35347,-0.06791,-0.06624,-0.03596,-0.02575,-2.49618,3.2316700000000003,0.39655999999999997,0.17285999999999999,-0.09408,-0.0942,1.42028,2.57102,0.23484000000000002,,4.0
CLR,101392,USD,2021,Q1,2021-04-28,2021-04-28,1961719000.0,4978460000.0,711694000.0,0.81539,0.03687,-0.051879999999999996,-0.02263,-0.01023,-4.6957,0.8617,1.213,0.33591,-0.42056000000000004,-0.42001000000000005,8.106580000000001,17.54814,1.97482,0.00031,4.0
CLRB,99062,USD,2021,Q1,2021-05-10,2021-05-10,-17548579.0,0.0,,,,,-0.35145,-0.31769000000000003,,10.83779,0.10625,0.0,-0.59301,-0.59301,,1.2891,,,
CLX,218764,USD,2021,Q3,2021-04-30,2021-04-30,1854000000.0,2783000000.0,1974000000.0,0.45998,0.21936,0.12297000000000001,0.98614,0.14361,2.13405,1.07861,5.86674,0.43208,7.33312,7.23382,59.63215,5.890280000000001,15.64928,4.39195,7.0
CMCSA,106366,USD,2021,Q1,2021-04-29,2021-04-29,30878000000.0,108881000000.0,25354000000.0,0.67608,0.16974,0.11248,0.12379000000000001,0.042069999999999996,2.16405,0.95544,1.9426599999999998,0.39094,2.5573799999999998,2.52718,22.73615,20.20737,5.5343,0.92617,5.0
CMD,52478,USD,2017,Q3,2017-06-08,2017-06-08,138381000.0,145000000.0,137866000.0,0.47705,0.14649,0.09502999999999999,0.14026,0.0901,1.9507900000000002,2.39882,0.55669,0.18486,1.70554,1.7027,17.94678,12.16013,3.32714,0.1309,7.0
CME,378116,USD,2021,Q1,2021-05-05,2021-05-05,2852600000.0,3443600000.0,3365700002.0,0.67589,0.52063,0.41462,0.07205,0.011909999999999999,1.75902,1.02031,5.049580000000001,0.02144,5.34589,5.33553,12.89339,74.10684,9.4035,5.95078,5.0
CMG,80874,USD,2021,Q1,2021-04-29,2021-04-29,650676000.0,0.0,-30035000.0,0.36338000000000004,0.06451,0.06436,0.19379000000000002,0.0661,-0.07389,1.74682,1.93157,0.0,14.516979999999998,14.27206,225.54931000000002,74.91115,-1.07267,,6.0
CMI,120498,USD,2021,Q1,2021-05-04,2021-05-04,2631000000.0,4091000000.0,3030000000.0,0.24344000000000002,0.09362000000000001,0.09003,0.20828000000000002,0.08192,1.61085,1.8201200000000002,1.5425799999999998,0.17815999999999999,12.74174,12.653880000000001,141.52075,54.929719999999996,20.52498,5.31075,5.0
CMS,378117,USD,2021,Q1,2021-04-29,2021-04-29,2551000000.0,15118000000.0,507000000.0,0.62763,0.21438000000000001,0.1248,0.13662,0.02897,0.58885,0.8710600000000001,3.71644,0.50863,2.99713,2.99713,24.015320000000003,19.9356,1.7648599999999999,1.6604299999999999,6.0
CMTL,48404,USD,2021,Q3,2021-06-08,2021-06-08,62152000.0,215000000.0,49045000.0,0.35618,0.05297,-0.13614,-0.16215,-0.07983,-0.61524,1.47109,1.03122,0.2153,-3.1583900000000003,-3.16133,23.19987,19.478089999999998,1.94317,0.40415999999999996,1.0
CNC,378107,USD,2021,Q1,2021-04-27,2021-04-27,5280000000.0,16757000000.0,7314000000.0,0.19389,0.03431,0.02139,0.09274,0.03501,2.9719599999999997,1.097,1.64867,0.23842,4.24252,4.18214,198.37428,45.410959999999996,12.6086,,7.0
CNNX,208611,USD,2020,Q2,2020-07-30,2020-07-30,237319000.0,713635000.0,,0.9367700000000001,0.6853600000000001,0.56421,0.47798999999999997,0.1374,,0.33116999999999996,2.47873,0.57603,,,,,,,
CNP,378108,USD,2021,Q1,2021-05-06,2021-05-06,2489000000.0,15337000000.0,-2082000000.0,0.7375,0.1635,0.07861,0.07032999999999999,0.01707,-3.39641,0.74411,3.11955,0.42713999999999996,1.1278700000000002,1.08833,14.34775,11.68905,-3.8307300000000004,0.8794799999999999,4.0
CNXR,145641,USD,2017,Q4,2018-04-02,2018-04-02,-7326000.0,32616000.0,-16335000.0,0.38678,-0.15283,-0.20254,7.45516,-0.1871,1.0508899999999999,0.26653000000000004,-40.84556,0.39259,-0.68202,-0.68202,3.3673599999999997,-3.3883699999999997,-0.71672,0.51243,4.0
COG,378102,USD,2021,Q1,2021-04-30,2021-04-30,769920000.0,1046123000.0,395276000.0,0.58599,0.25003000000000003,0.17727,0.11838,0.05998,1.44804,1.30728,0.97351,0.22987,0.6846300000000001,0.6807300000000001,3.86202,5.7835,0.9913700000000001,0.39993,5.0
COHR,365654,USD,2021,Q2,2021-05-12,2021-05-12,84460000.0,426497000.0,130897000.0,0.35627,0.04657,-0.12097000000000001,-0.20013,-0.09064,-0.8227899999999999,3.19382,1.208,0.24298000000000003,-6.559939999999999,-6.5598,54.227669999999996,32.7792,5.397419999999999,0.0,5.0
COKE,156024,USD,2021,Q1,2021-05-11,2021-05-11,530594000.0,1118844000.0,465357000.0,0.35506,0.07342,0.04138,0.37356999999999996,0.06429,2.2034599999999998,1.35523,4.81034,0.34060999999999997,94.62097,92.74081,2286.82482,253.28942999999998,208.49328,4.19937,8.0
CONN,230908,USD,2021,Q1,2021-06-03,2021-06-03,205359000.0,492953000.0,230483000.0,0.50705,0.11362,0.06873,0.16308,0.05853,2.34081,3.7422699999999995,1.78608,0.29305,3.3812800000000003,3.3812800000000003,49.19523,20.733970000000003,7.91493,,7.0
COO,186450,USD,2021,Q2,2021-06-04,2021-06-04,749400000.0,1737500000.0,-1494900000.0,0.64764,0.1687,0.8854,0.38213,0.26127,-0.63478,1.33233,0.46261,0.19276,47.987770000000005,47.45592,54.19868,125.57513999999999,-30.461540000000003,0.06113,6.0
COP,378120,USD,2021,Q1,2021-05-06,2021-05-06,6508000000.0,20027000000.0,2208000000.0,1.0,0.021169999999999998,0.0008300000000000001,0.00045999999999999996,0.00023999999999999998,110.4,2.03424,0.9393600000000001,0.23929,0.01857,0.01856,22.44714,40.062290000000004,2.04976,1.8204599999999997,4.0
COR,82753,USD,2021,Q1,2021-04-30,2021-04-30,315170000.0,1739235000.0,102910000.0,1.0,0.23110999999999998,0.13502999999999998,1.70697,0.038489999999999996,1.23498,0.06865,43.35367,0.8032600000000001,1.99763,1.98846,14.79374,1.02709,2.46705,5.69214,6.0
COST,217867,USD,2021,Q3,2021-06-03,2021-06-03,8089000000.0,7587000000.0,8821000000.0,0.13012,0.034089999999999995,0.02532,0.27843,0.08252000000000001,1.86648,0.99764,2.37422,0.13247,10.66888,10.63516,421.33054000000004,37.2079,19.91329,12.79769,6.0
COTV,146741,USD,2018,Q2,2018-07-26,2018-07-26,296391000.0,759653000.0,225992000.0,0.66218,0.28076,0.21493,0.13377,0.07518,1.4068100000000001,3.40786,0.77932,0.35551,1.7357200000000002,1.68572,8.075619999999999,12.975589999999999,2.44182,0.0,9.0
COTY,376164,USD,2021,Q3,2021-05-10,2021-05-10,231500000.0,5376100000.0,-573400000.0,0.55501,-0.10382999999999999,-0.24083000000000002,-0.20169,-0.06358,0.66205,0.7086,2.1722599999999996,0.39465,-1.13319,-1.08083,4.70535,3.8757,-0.7502300000000001,0.00196,4.0
COVS,43077,USD,2016,Q4,2017-07-25,2017-07-25,-7910000.0,0.0,-10232000.0,0.5402399999999999,-0.19312,-0.19591,-0.20886999999999997,-0.14595999999999998,0.68699,2.3010900000000003,0.43103,0.0,-0.37556,-0.37556,1.9169900000000002,1.7981,-0.25801,,5.0
CP,102322,USD,2021,Q1,2021-04-22,2021-04-22,4188000000.0,9740000000.0,,0.68148,0.44571000000000005,0.34579,0.33524,0.10932,,0.5075,2.06649,0.4038,3.9168199999999995,3.90161,11.32714,11.68362,,0.71296,7.0
CPB,249099,USD,2021,Q3,2021-06-09,2021-06-09,1641000000.0,5201000000.0,1424000000.0,0.34106,0.15165,0.09183999999999999,0.26711,0.0682,1.78,0.94329,2.91653,0.44338999999999995,2.64463,2.6272599999999997,28.79669,9.894210000000001,4.70744,1.4314,5.0
CPN,113443,USD,2020,Q2,2020-08-13,2020-08-13,2214000000.0,11105000000.0,2204000000.0,0.25679,0.16498,0.06957999999999999,0.22150999999999998,0.038860000000000006,3.55484,1.6733,4.70025,0.69602,1.74527,1.74527,25.08128,7.87907,6.2041699999999995,3.24002,5.0
CPRI,38287,USD,2020,Q4,2021-05-26,2021-05-26,579000000.0,1342000000.0,812000000.0,0.63966,0.09039,-0.015269999999999999,-0.028739999999999998,-0.00829,-13.09677,0.95373,2.46824,0.17939000000000002,-0.41268,-0.41018000000000004,27.024040000000003,14.36401,5.4048099999999994,,5.0
CPRT,287342,USD,2021,Q3,2021-05-24,2021-05-24,1161283000.0,397633000.0,906844000.0,0.50051,0.42139,0.3426,0.26037,0.19759000000000002,1.07185,3.63004,0.31777,0.09286,3.59646,3.52883,10.49767,13.81265,3.8548699999999996,,6.0
CR,355869,USD,2021,Q1,2021-05-05,2021-05-05,478000000.0,1190100000.0,613900000.0,0.34954,0.11734000000000001,0.07622999999999999,0.1418,0.04941,2.70918,1.5874700000000002,1.87015,0.25948000000000004,3.8968199999999995,3.86525,51.1178,27.429059999999996,10.55718,1.71797,7.0
CREE,178872,USD,2021,Q3,2021-04-29,2021-04-29,-89300000.0,813700000.0,-542500000.0,0.26063000000000003,-0.25138,-0.45823,-0.18505,-0.11854,1.30471,4.17529,0.56106,0.23198000000000002,-3.76399,-3.76399,8.214160000000001,20.34078,-4.91094,,2.0
CRIS,168118,USD,2021,Q1,2021-05-12,2021-05-12,-25054000.0,891000.0,,1.0,-2.4446,-2.9206,-0.24711,-0.15805999999999998,,23.152910000000002,0.56333,0.0046700000000000005,-0.47868999999999995,-0.47868999999999995,0.1639,1.9371900000000002,,,3.0
CRL,187129,USD,2021,Q1,2021-05-04,2021-05-04,701323000.0,2205266000.0,652356000.0,0.37145,0.15195,0.12332,0.16924,0.06457,1.73931,1.7715400000000001,1.62111,0.37963,7.539339999999999,7.370369999999999,61.137240000000006,43.90002,13.11328,,7.0
CRM,85017,USD,2021,Q1,2021-06-02,2021-06-02,3822000000.0,2672000000.0,1689000000.0,0.74322,0.042460000000000005,0.19875,0.10435,0.06846000000000001,0.38023,1.3342,0.5243,0.04118,4.87596,4.75462,24.533479999999997,46.72558,1.85401,,6.0
CROX,128143,USD,2021,Q1,2021-04-27,2021-04-27,367835000.0,341103000.0,407745000.0,0.5553100000000001,0.21666999999999997,0.25572,1.22664,0.29374,1.01893,2.23235,3.17595,0.25038,5.8890199999999995,5.8890199999999995,23.0295,4.80094,6.00053,0.0,7.0
CRWS,256343,USD,2020,Q4,2021-06-09,2021-06-09,11410000.0,1964000.0,9278000.0,0.30439,0.12479000000000001,0.07682,0.14525,0.1047,1.5257399999999999,3.2033099999999997,0.38736,0.03381,0.59947,0.59911,7.8040199999999995,4.12707,0.9146299999999999,0.49409,5.0
CSBR,241725,USD,2021,Q3,2021-03-15,2021-03-15,343000.0,0.0,-1826000.0,0.4711,-0.01999,-0.03141,-0.1566,-0.04877,1.48214,1.22385,2.21088,0.0,-0.09561,-0.09312999999999999,3.04394,0.61049,-0.1417,,4.0
CSC,218339,USD,2016,Q4,2017-05-26,2017-05-26,804000000.0,2963000000.0,699000000.0,0.27107,0.019190000000000002,-0.01617,-0.05679,-0.0142,-5.682930000000001,1.1006799999999999,2.99954,0.34203,-0.87613,-0.87613,54.18476999999999,13.44825,4.9789900000000005,0.5556,5.0
CSCO,82202,USD,2021,Q3,2021-05-25,2021-05-25,14428000000.0,11532000000.0,17659000000.0,0.63944,0.25818,0.20919000000000001,0.25415,0.10882,1.72822,1.52749,1.33543,0.12282,2.41875,2.41047,11.56255,9.5171,4.18014,1.45011,5.0
CSGS,366036,USD,2021,Q1,2021-05-06,2021-05-06,176566000.0,349614000.0,187597000.0,0.46101000000000003,0.10941,0.05694,0.13285999999999998,0.04459,3.30114,1.09405,1.97974,0.27432,1.7774,1.76348,31.21542,13.37759,5.86745,0.9825299999999999,5.0
CSII,178927,USD,2021,Q3,2021-05-06,2021-05-06,-17584000.0,20663000.0,-45995000.0,0.78033,-0.09436,-0.10107999999999999,-0.08616,-0.06717000000000001,1.97386,5.6563300000000005,0.2828,0.05956,-0.61556,-0.61556,6.08991,7.1444399999999995,-1.21504,,2.0
CSRA,378123,USD,2017,Q3,2018-02-07,2018-02-07,990000000.0,2997000000.0,621000000.0,0.23539000000000002,0.15047,0.07464,0.58065,0.07132000000000001,1.6428599999999998,1.0438,7.1413199999999994,0.56547,2.1606400000000003,2.13991,28.945729999999998,3.57249,3.5496199999999996,0.37725,
CST,42704,USD,2017,Q1,2017-05-09,2017-05-09,433000000.0,1541000000.0,235000000.0,0.12453,0.015,0.02671,0.17401,0.07148,0.76299,1.14439,1.43446,0.35762,4.06838,4.03867,152.3134,16.43204,3.10412,0.13209,5.0
CSU,122647,USD,2021,Q1,2021-05-14,2021-05-14,-5462000.0,863769000.0,14802000.0,1.0,-0.17482,-0.61683,0.87134,-0.30477,-0.07071000000000001,0.10987999999999999,-3.8590400000000002,1.25749,-101.75140999999999,-101.65259,164.9575,-116.77622,7.19453,,3.0
CSWI,49347,USD,2020,Q4,2021-05-20,2021-05-20,68664000.0,242337000.0,74279000.0,0.44083,0.14185999999999999,0.09611,0.09777999999999999,0.04605,1.8437,2.59285,1.12362,0.27697,2.7212400000000003,2.70208,28.3151,27.829309999999996,5.01716,0.54596,5.0
CSX,248102,USD,2021,Q1,2021-04-21,2021-04-21,5669000000.0,16347000000.0,5053000000.0,0.5378,0.40651,0.25624,0.20524,0.06805,1.8707900000000002,2.39167,2.01611,0.41185,3.53881,3.5295699999999997,13.81068,17.23027,6.620369999999999,1.0599399999999999,7.0
CTAS,331923,USD,2021,Q3,2021-04-06,2021-04-06,1479256000.0,2541354000.0,1342813000.0,0.45845,0.17919000000000002,0.14315999999999998,0.25883,0.11834000000000001,1.35935,2.3446599999999997,1.18721,0.30445,9.45542,9.20737,66.04861,36.531240000000004,12.85327,3.55818,6.0
CTSH,128066,USD,2021,Q1,2021-05-06,2021-05-06,2928000000.0,692000000.0,3626000000.0,0.36486999999999997,0.14048,0.09092,0.13862,0.09183999999999999,2.36993,2.09365,0.50947,0.04154,2.85448,2.84784,31.39552,20.59142,6.7649300000000006,0.9085799999999999,6.0
CTXS,131663,USD,2021,Q1,2021-05-06,2021-05-06,590752000.0,3472779000.0,454583000.0,0.83296,0.16155,0.13113,1.65513,0.06249,1.09996,0.68809,25.48615,0.5251100000000001,3.3566199999999995,3.28608,25.59684,2.0280099999999996,3.69215,1.41883,4.0
CUBE,117529,USD,2021,Q1,2021-04-30,2021-04-30,435796000.0,2254988000.0,,0.67451,0.37403000000000003,0.24073000000000003,0.07828,0.03564,,0.01787,1.19622,0.47429,0.8666,0.86266,3.59994,9.60206,,1.32752,5.0
CULP,209337,USD,2021,Q3,2021-03-12,2021-03-12,15060000.0,0.0,35433000.0,0.1503,0.028919999999999998,-0.11857000000000001,-0.23772,-0.14395,-1.1612,2.3822200000000002,0.65141,0.0,-2.48152,-2.4775400000000003,20.929370000000002,10.43891,2.88155,0.425,3.0
CVS,256275,USD,2021,Q1,2021-05-04,2021-05-04,,61944000000.0,,0.18270999999999998,0.05176,0.027280000000000002,0.10390999999999999,0.03221,,0.92704,2.22643,0.26978,5.6418099999999995,5.61717,206.78848,54.05302,,2.00496,7.0
CVSI,150939,USD,2021,Q1,2021-05-13,2021-05-13,-19494000.0,3270000.0,-18592000.0,0.4456,-0.9705799999999999,-0.9645799999999999,-1.69333,-0.66038,0.9177200000000001,1.24539,1.56419,0.10659,-0.20035,-0.20035,0.2077,0.11830999999999998,-0.18386,,1.0
CVX,248396,USD,2021,Q1,2021-05-06,2021-05-06,12463000000.0,45440000000.0,298000000.0,0.45118,-0.07356,-0.0811,-0.058410000000000004,-0.03213,-0.038380000000000004,1.10746,0.8178,0.18804,-4.12448,-4.1247,50.85669,70.05396,0.15829000000000001,5.16131,4.0
CXO,378119,USD,2020,Q3,2020-10-27,2020-10-27,-701000000.0,3856000000.0,-3411000000.0,0.8360200000000001,-0.66657,-2.94707,-1.3155299999999999,-0.8171,0.33298,1.73027,0.6099899999999999,0.30756999999999995,-52.259370000000004,-52.25977,17.73268,39.72508,-17.40109,0.73461,6.0
CYAN,65022,USD,2018,Q3,2019-02-13,2020-02-11,-716000.0,7741000.0,-631000.0,0.31463,-0.08098,-0.09865,-0.19572,-0.10717,0.19837,1.7661900000000001,0.82631,0.26079,-0.55035,-0.54713,5.57855,2.8119400000000003,-0.10917,,2.0
D,189087,USD,2021,Q1,2021-05-04,2021-05-04,6698000000.0,38702000000.0,-106000000.0,0.77758,0.27907,0.06217999999999999,0.03244,0.00907,-0.12087,0.56286,2.5765599999999997,0.40021999999999996,1.06571,1.06571,17.13886,29.5434,-0.12880999999999998,3.15096,4.0
DAL,231789,USD,2021,Q1,2021-04-15,2021-04-15,,36365000000.0,,-0.55655,-0.82305,-1.0296399999999999,-27.02905,-0.17826,,0.8629600000000001,150.62448,0.49758,-20.49233,-20.49233,19.902479999999997,0.7581600000000001,,0.0,3.0
DCI,50564,USD,2021,Q3,2021-06-07,2021-06-07,448500001.0,499100000.0,512900001.0,0.33871999999999997,0.13161,0.09885,0.23123000000000002,0.11327000000000001,1.92313,2.1842200000000003,1.04144,0.21197,2.1049700000000002,2.07953,21.295189999999998,9.10339,4.04815,0.83741,7.0
DDE,157094,USD,2018,Q4,2019-03-21,2019-03-21,10226000.0,0.0,6817000.0,0.25545,0.011090000000000001,0.00016999999999999999,0.00026000000000000003,0.00018999999999999998,227.23333,0.69816,0.40554,0.0,0.0009199999999999999,0.0009199999999999999,5.54555,3.5241300000000004,0.2101,0.00451,7.0
DDMG,286073,USD,2012,Q2,2012-08-14,2012-08-14,-68711000.0,15460000.0,-89407000.0,-0.24379,-0.85944,-0.7897,8.18309,-0.39238,1.1113600000000001,0.41426,-21.85495,0.07541,-2.48462,-2.37316,3.14627,-0.35258,-2.76132,,
DE,373449,USD,2021,Q2,2021-05-27,2021-05-27,8533000000.0,47363000000.0,13050000000.0,0.34886999999999996,0.19966,0.12625999999999998,0.26928,0.05147,3.21033,1.85529,4.2317800000000005,0.59969,12.97064,12.86087,102.72814,48.15571,41.64008,3.0472200000000003,8.0
DELL,59180,USD,2021,Q1,2021-06-07,2021-06-07,11130000000.0,46683000000.0,13053000000.0,0.31217,0.060079999999999995,0.04125,0.43678999999999996,0.0328,3.26815,0.77182,12.314960000000001,0.38343,5.3755,5.22092,130.30148,5.44415,17.567970000000003,3.61695,4.0
DESTQ,175862,USD,2019,Q2,2019-09-17,2019-09-17,12638000.0,25184000.0,-4976000.0,0.5179,-0.005229999999999999,-0.03832,-0.64972,-0.0525,0.35745,0.8319,11.37464,0.09498,-1.00169,-1.0025600000000001,26.137220000000003,1.54172,-0.35805,0.0,3.0
DG,80798,USD,2021,Q1,2021-05-27,2021-05-27,4187559000.0,4130710000.0,3239430000.0,0.32282,0.10672999999999999,0.0796,0.42918,0.10629000000000001,1.2076799999999999,1.13665,3.03792,0.16368,10.95451,10.87097,137.62534,25.52417,13.229560000000001,1.4912100000000001,7.0
DGX,341807,USD,2021,Q1,2021-04-23,2021-04-23,2833000000.0,4158000000.0,3100000000.0,0.40397,0.23764000000000002,0.17426,0.26219000000000003,0.12928,1.72127,1.75688,1.0281,0.29846999999999996,13.465420000000002,13.24265,77.27103000000001,50.42991,23.177570000000003,2.25047,8.0
DHR,89750,USD,2021,Q1,2021-04-22,2021-04-22,7510000000.0,20277000000.0,8471000000.0,0.57603,0.22299000000000002,0.18529,0.11365,0.06092,1.84353,2.05334,0.86559,0.26883,6.47001,6.333559999999999,34.91833,52.31062,11.92763,0.9096,8.0
DIS,261356,USD,2021,Q2,2021-05-13,2021-05-13,6585000000.0,56146000000.0,2355000000.0,0.30646999999999996,0.022330000000000003,-0.07735,-0.0455,-0.02254,-0.52183,1.23403,1.01873,0.28038,-2.4906200000000003,-2.48959,32.20088,47.20751,1.29967,0.0,4.0
DISCA,120376,USD,2021,Q1,2021-04-29,2021-04-29,3741000000.0,15026000000.0,724000000.0,0.6372,0.21771999999999997,0.09109,0.07808999999999999,0.0292,0.73727,1.86665,1.67396,0.44687,37.76923,163.66666999999998,414.61537999999996,415.76923,27.84615,,5.0
DKS,179423,USD,2021,Q1,2021-05-26,2021-05-26,1721758000.0,425799000.0,2790163000.0,0.35096,0.12565,0.0927,0.39844,0.12836,2.69469,1.56186,2.10405,0.05279,12.26972,10.91473,132.35742,30.79458,33.063109999999995,1.3351,7.0
DLB,357388,USD,2021,Q2,2021-05-04,2021-05-04,406755000.0,0.0,301269000.0,0.88592,0.25146999999999997,0.2489,0.11777,0.09836,0.98606,5.6675699999999996,0.19739,0.0,3.0307,2.94925,12.17651,25.67099,2.98844,0.8810399999999999,6.0
